Movie_Id,Movie_Name,Similar_To
11074,Striking Distance,Twelve Monkeys
54850,Loaded,Twelve Monkeys
54285,삼공일 삼공이,Twelve Monkeys
18658,Clean Slate,Twelve Monkeys
2124,Color of Night,Twelve Monkeys
99040,Le confessionnal,Twelve Monkeys
12665,Powder,Twelve Monkeys
25440,Widows' Peak,Twelve Monkeys
278939,Girl in the Cadillac,"Guillaumet, les ailes du courage"
50463,The Favor,"Guillaumet, les ailes du courage"
121357,Golden Earrings,"Guillaumet, les ailes du courage"
488,The African Queen,"Guillaumet, les ailes du courage"
63945,Bliss,"Guillaumet, les ailes du courage"
6520,First Knight,"Guillaumet, les ailes du courage"
15789,A Goofy Movie,"Guillaumet, les ailes du courage"
19042,All Dogs Go to Heaven 2,"Guillaumet, les ailes du courage"
3036,Frankenstein,"Guillaumet, les ailes du courage"
22733,Beat the Devil,"Guillaumet, les ailes du courage"
47867,Gordy,Babe
58372,Reckless,Babe
52856,Unstrung Heroes,Babe
11395,The Santa Clause,Babe
2759,"The Adventures of Priscilla, Queen of the Desert",Babe
11511,Kazaam,Babe
11907,Keiner liebt mich,Babe
11479,Un indien dans la ville,Babe
14334,The Secret of Roan Inish,Babe
10635,Threesome,Babe
33367,Harem,Carrington
10533,The Scarlet Letter,Carrington
8391,When Night Is Falling,Carrington
83718,What Happened Was...,Carrington
124460,Country Life,Carrington
11971,Much Ado About Nothing,Carrington
38884,Land and Freedom,Carrington
10954,Farinelli,Carrington
131957,Nina Takes a Lover,Carrington
18620,Go Fish,Carrington
124619,Lotto Land,Dead Man Walking
6346,The Chamber,Dead Man Walking
49803,Safe Passage,Dead Man Walking
117730,Etz Hadomim Tafus,Dead Man Walking
114089,Bye-Bye,Dead Man Walking
9587,Little Women,Dead Man Walking
32636,Vanya on 42nd Street,Dead Man Walking
10533,The Scarlet Letter,Dead Man Walking
159185,Pao Da Shuang Deng,Dead Man Walking
18551,Flesh and Bone,Dead Man Walking
30765,The Amazing Panda Adventure,Across the Sea of Time
10714,The Jungle Book,Across the Sea of Time
11479,Un indien dans la ville,Across the Sea of Time
21352,Andre,Across the Sea of Time
45325,Tom and Huck,Across the Sea of Time
29918,Lassie,Across the Sea of Time
11076,Fly Away Home,Across the Sea of Time
47867,Gordy,Across the Sea of Time
40628,Two Bits,Across the Sea of Time
46785,بادکنک سفید,Across the Sea of Time
10635,Threesome,It Takes Two
10869,Herbie Rides Again,It Takes Two
10897,The Little Rascals,It Takes Two
8986,Milk Money,It Takes Two
10464,"Corrina, Corrina",It Takes Two
532,A Close Shave,It Takes Two
9089,Home for the Holidays,It Takes Two
83718,What Happened Was...,It Takes Two
31911,Mr. Wonderful,It Takes Two
20758,Father of the Bride,It Takes Two
83718,What Happened Was...,Clueless
16771,Barcelona,Clueless
47507,Métisse,Clueless
28628,Stonewall,Clueless
27303,Hideaway,Clueless
68274,Moonlight and Valentino,Clueless
63020,The Perez Family,Clueless
50463,The Favor,Clueless
10635,Threesome,Clueless
161070,August,Clueless
124619,Lotto Land,"Cry, the Beloved Country"
52855,Dangerous Ground,"Cry, the Beloved Country"
41852,A Family Thing,"Cry, the Beloved Country"
117730,Etz Hadomim Tafus,"Cry, the Beloved Country"
114089,Bye-Bye,"Cry, the Beloved Country"
95743,Foreign Student,"Cry, the Beloved Country"
2086,Nick of Time,"Cry, the Beloved Country"
159185,Pao Da Shuang Deng,"Cry, the Beloved Country"
87729,Jefferson in Paris,"Cry, the Beloved Country"
31546,American Buffalo,"Cry, the Beloved Country"
11318,The Madness of King George,Richard III
81949,Un été inoubliable,Richard III
35196,Restoration,Richard III
124645,Two Deaths,Richard III
10445,Shadowlands,Richard III
124619,Lotto Land,Richard III
99040,Le confessionnal,Richard III
95963,The Walking Dead,Richard III
87190,Pharaoh's  Army,Richard III
151489,Hedd Wyn,Richard III
9516,Menace II Society,Dead Presidents
410921,Nothing to Lose,Dead Presidents
28732,Fall Time,Dead Presidents
22067,Jason's Lyric,Dead Presidents
10474,The Basketball Diaries,Dead Presidents
6071,Kiss of Death,Dead Presidents
26744,Force of Evil,Dead Presidents
507,Killing Zoe,Dead Presidents
9333,Last Man Standing,Dead Presidents
30157,Amateur,Dead Presidents
124460,Country Life,Restoration
9058,Only You,Restoration
12519,Sirens,Restoration
9089,Home for the Holidays,Restoration
56077,Talk of Angels,Restoration
11777,I.Q.,Restoration
8391,When Night Is Falling,Restoration
83718,What Happened Was...,Restoration
10497,Bitter Moon,Restoration
18551,Flesh and Bone,Restoration
8011,Highlander III: The Sorcerer,Mortal Kombat
32631,The Hunted,Mortal Kombat
9593,Last Action Hero,Mortal Kombat
9070,Mighty Morphin Power Rangers: The Movie,Mortal Kombat
9826,The Phantom,Mortal Kombat
10546,The Crow: City of Angels,Mortal Kombat
43475,Gumby: The Movie,Mortal Kombat
9495,The Crow,Mortal Kombat
414,Batman Forever,Mortal Kombat
268,Batman,Mortal Kombat
83718,What Happened Was...,To Die For
58372,Reckless,To Die For
12665,Powder,To Die For
50463,The Favor,To Die For
58985,Grace of My Heart,To Die For
78406,Steal Big Steal Little,To Die For
47867,Gordy,To Die For
27768,Some Folks Call It a Sling Blade,To Die For
31911,Mr. Wonderful,To Die For
44281,Asfour Stah,To Die For
9587,Little Women,How To Make An American Quilt
9089,Home for the Holidays,How To Make An American Quilt
43634,Boys,How To Make An American Quilt
50463,The Favor,How To Make An American Quilt
18220,Poison Ivy II: Lily,How To Make An American Quilt
31357,Waiting to Exhale,How To Make An American Quilt
9302,Up Close & Personal,How To Make An American Quilt
8391,When Night Is Falling,How To Make An American Quilt
83718,What Happened Was...,How To Make An American Quilt
124460,Country Life,How To Make An American Quilt
17585,Surviving the Game,Se7en
37144,True Crime,Se7en
26203,Blink,Se7en
10909,Kalifornia,Se7en
1645,A Time to Kill,Se7en
2086,Nick of Time,Se7en
11074,Striking Distance,Se7en
8984,Disclosure,Se7en
54850,Loaded,Se7en
54285,삼공일 삼공이,Se7en
21032,Balto,Pocahontas
10545,The Hunchback of Notre Dame,Pocahontas
15789,A Goofy Movie,Pocahontas
19004,The Land Before Time III: The Time of the Great Giving,Pocahontas
139405,Across the Sea of Time,Pocahontas
30765,The Amazing Panda Adventure,Pocahontas
10714,The Jungle Book,Pocahontas
11479,Un indien dans la ville,Pocahontas
29682,So Dear to My Heart,Pocahontas
21352,Andre,Pocahontas
32119,The Boys of St. Vincent,When Night Is Falling
83718,What Happened Was...,When Night Is Falling
124460,Country Life,When Night Is Falling
131957,Nina Takes a Lover,When Night Is Falling
18620,Go Fish,When Night Is Falling
124304,De eso no se habla,When Night Is Falling
124619,Lotto Land,When Night Is Falling
18069,8 Seconds,When Night Is Falling
16771,Barcelona,When Night Is Falling
57834,Blue Sky,When Night Is Falling
28732,Fall Time,The Usual Suspects
9566,The Fan,The Usual Suspects
43535,A Simple Twist of Fate,The Usual Suspects
20306,Swimming with Sharks,The Usual Suspects
26203,Blink,The Usual Suspects
22479,Kansas City,The Usual Suspects
27768,Some Folks Call It a Sling Blade,The Usual Suspects
68806,La scorta,The Usual Suspects
47502,Faithful,The Usual Suspects
6071,Kiss of Death,The Usual Suspects
288173,Hostile Intentions,Guardian Angel
47260,Caught,Guardian Angel
10412,Romper Stomper,Guardian Angel
28732,Fall Time,Guardian Angel
340210,Condition Red,Guardian Angel
27768,Some Folks Call It a Sling Blade,Guardian Angel
6071,Kiss of Death,Guardian Angel
2087,The Getaway,Guardian Angel
226229,Mirage,Guardian Angel
83718,What Happened Was...,Guardian Angel
16771,Barcelona,Mighty Aphrodite
44705,Twelfth Night,Mighty Aphrodite
2064,While You Were Sleeping,Mighty Aphrodite
11382,Bullets Over Broadway,Mighty Aphrodite
23570,The Pallbearer,Mighty Aphrodite
83718,What Happened Was...,Mighty Aphrodite
31911,Mr. Wonderful,Mighty Aphrodite
17447,Jeffrey,Mighty Aphrodite
10879,I Love Trouble,Mighty Aphrodite
17402,Miami Rhapsody,Mighty Aphrodite
117730,Etz Hadomim Tafus,Lamerica
51352,Anne Frank Remembered,Lamerica
131232,Due Amici,Lamerica
123763,"Yo, la peor de todas",Lamerica
10954,Farinelli,Lamerica
124619,Lotto Land,Lamerica
47507,Métisse,Lamerica
59146,The Wooden Man's Bride,Lamerica
114089,Bye-Bye,Lamerica
12632,Kaspar Hauser,Lamerica
26258,Bushwhacked,The Big Green
30765,The Amazing Panda Adventure,The Big Green
11479,Un indien dans la ville,The Big Green
10874,Muppet Treasure Island,The Big Green
17207,Houseguest,The Big Green
55731,Race the Sun,The Big Green
45325,Tom and Huck,The Big Green
37108,A Kid in King Arthur's Court,The Big Green
26261,Cops & Robbersons,The Big Green
29918,Lassie,The Big Green
11929,Dolores Claiborne,Georgia
124619,Lotto Land,Georgia
43634,Boys,Georgia
117730,Etz Hadomim Tafus,Georgia
114089,Bye-Bye,Georgia
22479,Kansas City,Georgia
159185,Pao Da Shuang Deng,Georgia
31546,American Buffalo,Georgia
11985,愛情萬歲,Georgia
51352,Anne Frank Remembered,Georgia
32119,The Boys of St. Vincent,Kids of the Round Table
8986,Milk Money,Kids of the Round Table
11231,The Next Karate Kid,Kids of the Round Table
1634,Free Willy,Kids of the Round Table
193,Star Trek: Generations,Kids of the Round Table
11008,Major Payne,Kids of the Round Table
72031,The Glass Shield,Kids of the Round Table
9067,Tank Girl,Kids of the Round Table
862,Toy Story,Kids of the Round Table
8844,Jumanji,Kids of the Round Table
9058,Only You,Home for the Holidays
83718,What Happened Was...,Home for the Holidays
11777,I.Q.,Home for the Holidays
16771,Barcelona,Home for the Holidays
47507,Métisse,Home for the Holidays
28628,Stonewall,Home for the Holidays
68274,Moonlight and Valentino,Home for the Holidays
63020,The Perez Family,Home for the Holidays
50463,The Favor,Home for the Holidays
10635,Threesome,Home for the Holidays
83718,What Happened Was...,Il postino
16771,Barcelona,Il postino
47507,Métisse,Il postino
28628,Stonewall,Il postino
68274,Moonlight and Valentino,Il postino
63020,The Perez Family,Il postino
50463,The Favor,Il postino
10635,Threesome,Il postino
161070,August,Il postino
41007,A Month by the Lake,Il postino
54850,Loaded,Le confessionnal
37667,Captives,Le confessionnal
26203,Blink,Le confessionnal
27768,Some Folks Call It a Sling Blade,Le confessionnal
2045,Unforgettable,Le confessionnal
9566,The Fan,Le confessionnal
8512,Devil in a Blue Dress,Le confessionnal
83718,What Happened Was...,Le confessionnal
10531,Death and the Maiden,Le confessionnal
18256,Castle Freak,Le confessionnal
43475,Gumby: The Movie,The Indian in the Cupboard
37108,A Kid in King Arthur's Court,The Indian in the Cupboard
14821,Escape to Witch Mountain,The Indian in the Cupboard
47867,Gordy,The Indian in the Cupboard
9607,Super Mario Bros.,The Indian in the Cupboard
630,The Wizard of Oz,The Indian in the Cupboard
9070,Mighty Morphin Power Rangers: The Movie,The Indian in the Cupboard
11511,Kazaam,The Indian in the Cupboard
19042,All Dogs Go to Heaven 2,The Indian in the Cupboard
139405,Across the Sea of Time,The Indian in the Cupboard
117164,Guardian Angel,Eye for an Eye
27768,Some Folks Call It a Sling Blade,Eye for an Eye
6071,Kiss of Death,Eye for an Eye
83718,What Happened Was...,Eye for an Eye
291731,Homage,Eye for an Eye
54850,Loaded,Eye for an Eye
124619,Lotto Land,Eye for an Eye
25557,The Puppet Masters,Eye for an Eye
99040,Le confessionnal,Eye for an Eye
288173,Hostile Intentions,Eye for an Eye
47867,Gordy,Mr. Holland's Opus
11113,My Fair Lady,Mr. Holland's Opus
40628,Two Bits,Mr. Holland's Opus
46785,بادکنک سفید,Mr. Holland's Opus
20967,Thirty Two Short Films About Glenn Gould,Mr. Holland's Opus
124619,Lotto Land,Mr. Holland's Opus
66634,Dingo,Mr. Holland's Opus
52856,Unstrung Heroes,Mr. Holland's Opus
43535,A Simple Twist of Fate,Mr. Holland's Opus
139405,Across the Sea of Time,Mr. Holland's Opus
10634,Friday,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
19092,Above the Rim,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
20239,Fear of a Black Hat,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
26352,A Low Down Dirty Shame,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
38129,Martin Lawrence: You So Crazy,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
19760,Two If by Sea,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
16097,House Party 3,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
349394,À la mode,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
23637,Io speriamo che me la cavo,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
532,A Close Shave,Don't Be a Menace to South Central While Drinking Your Juice in the Hood
2307,A Pyromaniac's Love Story,Two If by Sea
2064,While You Were Sleeping,Two If by Sea
83718,What Happened Was...,Two If by Sea
31911,Mr. Wonderful,Two If by Sea
17402,Miami Rhapsody,Two If by Sea
60855,Double Happiness,Two If by Sea
16771,Barcelona,Two If by Sea
47507,Métisse,Two If by Sea
28628,Stonewall,Two If by Sea
15602,Grumpier Old Men,Two If by Sea
12475,In the Army Now,Bio-Dome
10635,Threesome,Bio-Dome
29444,S.F.W.,Bio-Dome
38129,Martin Lawrence: You So Crazy,Bio-Dome
13203,Son in Law,Bio-Dome
13552,The Doom Generation,Bio-Dome
18550,Fled,Bio-Dome
9571,Dazed and Confused,Bio-Dome
349394,À la mode,Bio-Dome
2293,Mallrats,Bio-Dome
8011,Highlander III: The Sorcerer,Lawnmower Man 2: Beyond Cyberspace
63105,Nemesis 2 - Nebula,Lawnmower Man 2: Beyond Cyberspace
9271,Virtuosity,Lawnmower Man 2: Beyond Cyberspace
9070,Mighty Morphin Power Rangers: The Movie,Lawnmower Man 2: Beyond Cyberspace
6950,Outbreak,Lawnmower Man 2: Beyond Cyberspace
12106,The Quick and the Dead,Lawnmower Man 2: Beyond Cyberspace
2164,Stargate,Lawnmower Man 2: Beyond Cyberspace
43475,Gumby: The Movie,Lawnmower Man 2: Beyond Cyberspace
8831,Timecop,Lawnmower Man 2: Beyond Cyberspace
280,Terminator 2: Judgment Day,Lawnmower Man 2: Beyond Cyberspace
47867,Gordy,Two Bits
46785,بادکنک سفید,Two Bits
124619,Lotto Land,Two Bits
52856,Unstrung Heroes,Two Bits
43535,A Simple Twist of Fate,Two Bits
139405,Across the Sea of Time,Two Bits
11062,City Hall,Two Bits
11907,Keiner liebt mich,Two Bits
30765,The Amazing Panda Adventure,Two Bits
6715,The Cure,Two Bits
31643,Jimmy Hollywood,Gazon maudit
83718,What Happened Was...,Gazon maudit
31911,Mr. Wonderful,Gazon maudit
17402,Miami Rhapsody,Gazon maudit
60855,Double Happiness,Gazon maudit
16771,Barcelona,Gazon maudit
47507,Métisse,Gazon maudit
28628,Stonewall,Gazon maudit
15602,Grumpier Old Men,Gazon maudit
10324,If Lucy Fell,Gazon maudit
16097,House Party 3,Friday
12121,Made in America,Friday
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Friday
20239,Fear of a Black Hat,Friday
28121,A Thin Line Between Love and Hate,Friday
38129,Martin Lawrence: You So Crazy,Friday
12158,Vampire in Brooklyn,Friday
11066,Boomerang,Friday
16295,Higher Learning,Friday
349394,À la mode,Friday
8068,Desperado,From Dusk Till Dawn
12241,Curdled,From Dusk Till Dawn
5,Four Rooms,From Dusk Till Dawn
32325,Mi Vida Loca,From Dusk Till Dawn
28732,Fall Time,From Dusk Till Dawn
40480,Bad Company,From Dusk Till Dawn
17585,Surviving the Game,From Dusk Till Dawn
2088,Romeo Is Bleeding,From Dusk Till Dawn
33542,紅番區,From Dusk Till Dawn
10909,Kalifornia,From Dusk Till Dawn
9057,Terminal Velocity,Fair Game
40480,Bad Company,Fair Game
226229,Mirage,Fair Game
83718,What Happened Was...,Fair Game
18550,Fled,Fair Game
8068,Desperado,Fair Game
288173,Hostile Intentions,Fair Game
47260,Caught,Fair Game
193,Star Trek: Generations,Fair Game
9331,Clear and Present Danger,Fair Game
